,id_student,gender,region,highest_education,age_band,disability,final_result,score
20193,2068918,M,East Midlands Region,A Level or Equivalent,0-35,N,Withdrawn,82
20194,2087100,M,South West Region,HE Qualification,35-55,N,Distinction,89
20195,2090053,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,77
20196,2108821,M,Scotland,HE Qualification,35-55,N,Pass,85
20197,2140087,F,South Region,A Level or Equivalent,35-55,N,Pass,72
20198,2141085,F,South Region,Lower Than A Level,0-35,N,Pass,78
20199,2142853,F,London Region,Lower Than A Level,35-55,Y,Fail,85
20200,2143065,M,South West Region,A Level or Equivalent,35-55,N,Pass,84
20201,2156733,M,North Region,Lower Than A Level,35-55,N,Withdrawn,94
20202,2158399,M,Wales,Lower Than A Level,0-35,Y,Pass,80
20203,2182255,M,Ireland,A Level or Equivalent,0-35,N,Fail,71
20204,2189002,M,Scotland,HE Qualification,35-55,N,Pass,92
20205,2195318,M,South East Region,Lower Than A Level,35-55,N,Pass,70
20206,2195971,M,South East Region,Lower Than A Level,0-35,N,Fail,77
20207,2197511,M,South West Region,Lower Than A Level,35-55,N,Pass,78
20208,2231810,M,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,75
20209,2254252,M,Ireland,Lower Than A Level,0-35,N,Fail,62
20210,2272874,M,London Region,A Level or Equivalent,35-55,N,Fail,50
20211,2280739,F,London Region,Lower Than A Level,0-35,N,Fail,88
20212,2281483,M,Scotland,HE Qualification,35-55,N,Pass,82
20213,2288454,M,East Midlands Region,Lower Than A Level,0-35,N,Pass,78
20214,2327494,M,London Region,Lower Than A Level,35-55,N,Fail,79
20215,2327494,M,London Region,Lower Than A Level,35-55,N,Pass,79
20216,2338255,M,North Western Region,Lower Than A Level,0-35,N,Pass,83
20217,2338422,M,Scotland,A Level or Equivalent,35-55,N,Pass,78
20218,2341415,F,South Region,HE Qualification,35-55,N,Distinction,92
20219,2343293,F,Yorkshire Region,A Level or Equivalent,0-35,N,Fail,72
20220,2346679,M,South Region,A Level or Equivalent,35-55,N,Pass,70
20221,2348120,F,South East Region,A Level or Equivalent,0-35,N,Withdrawn,60
20222,2352280,F,Scotland,A Level or Equivalent,0-35,N,Pass,86
20223,2354732,M,Yorkshire Region,Lower Than A Level,0-35,N,Fail,74
20224,2362169,M,West Midlands Region,Lower Than A Level,0-35,N,Pass,80
20225,2364565,F,London Region,A Level or Equivalent,0-35,N,Pass,77
20226,2375526,M,Yorkshire Region,Lower Than A Level,0-35,N,Fail,64
20227,2381745,M,London Region,Lower Than A Level,35-55,N,Withdrawn,85
20228,2381745,M,London Region,Lower Than A Level,35-55,N,Withdrawn,85
20229,2383921,M,London Region,HE Qualification,35-55,N,Pass,80
20230,2387054,F,Yorkshire Region,Lower Than A Level,35-55,N,Distinction,92
20231,2389267,M,South Region,Lower Than A Level,0-35,N,Pass,89
20232,2392327,F,Scotland,Lower Than A Level,0-35,N,Fail,67
20233,2395804,M,South West Region,Lower Than A Level,35-55,N,Pass,84
20234,2407762,M,South Region,HE Qualification,0-35,N,Fail,76
20235,2413191,M,London Region,HE Qualification,35-55,N,Pass,76
20236,2419926,M,South Region,HE Qualification,0-35,N,Pass,84
20237,2424750,M,London Region,Lower Than A Level,0-35,N,Pass,73
20238,2434017,F,South West Region,Lower Than A Level,35-55,N,Withdrawn,78
20239,2436089,M,London Region,Lower Than A Level,0-35,N,Fail,83
20240,2436873,F,London Region,No Formal quals,35-55,N,Withdrawn,33
20241,2441910,M,East Anglian Region,HE Qualification,0-35,N,Fail,68
20242,2445410,F,North Region,Post Graduate Qualification,35-55,N,Pass,88
20243,2457147,F,East Anglian Region,A Level or Equivalent,35-55,N,Pass,85
20244,2474925,M,Wales,A Level or Equivalent,0-35,N,Fail,86
20245,2479413,M,South East Region,HE Qualification,35-55,N,Pass,90
20246,2481646,M,South West Region,HE Qualification,35-55,N,Pass,77
20247,2488251,M,East Midlands Region,Lower Than A Level,0-35,N,Pass,72
20248,2496748,F,East Midlands Region,A Level or Equivalent,35-55,N,Pass,85
20249,2507271,M,South West Region,Lower Than A Level,0-35,N,Withdrawn,74
20250,2508403,F,South East Region,Lower Than A Level,35-55,Y,Withdrawn,74
20251,2510667,M,West Midlands Region,A Level or Equivalent,0-35,N,Pass,85
20252,2514431,M,East Midlands Region,A Level or Equivalent,0-35,N,Pass,68
20253,2514949,M,East Anglian Region,Lower Than A Level,35-55,N,Fail,68
20254,2521655,M,East Anglian Region,A Level or Equivalent,0-35,Y,Pass,89
20255,2522335,M,Scotland,A Level or Equivalent,0-35,N,Distinction,92
20256,2525062,M,South Region,Lower Than A Level,0-35,N,Distinction,84
20257,2532320,M,South Region,A Level or Equivalent,0-35,N,Distinction,87
20258,2532323,M,East Anglian Region,A Level or Equivalent,35-55,N,Pass,74
20259,2532840,M,Ireland,A Level or Equivalent,35-55,N,Withdrawn,64
20260,2533504,M,South East Region,HE Qualification,35-55,N,Distinction,95
20261,2546095,M,North Region,A Level or Equivalent,0-35,N,Pass,80
20262,2552831,M,Scotland,HE Qualification,0-35,N,Fail,79
20263,2553363,M,London Region,HE Qualification,35-55,N,Pass,89
20264,2560595,M,East Anglian Region,Lower Than A Level,0-35,N,Distinction,92
20265,2567054,M,East Anglian Region,A Level or Equivalent,0-35,N,Distinction,94
20266,2567288,M,North Region,Lower Than A Level,0-35,N,Fail,100
20267,2567561,M,East Midlands Region,HE Qualification,35-55,N,Pass,90
20268,2568893,M,London Region,A Level or Equivalent,0-35,N,Withdrawn,69
20269,2578992,M,North Region,A Level or Equivalent,0-35,Y,Pass,86
20270,2578996,M,London Region,HE Qualification,0-35,N,Pass,69
20271,2581800,M,Scotland,HE Qualification,0-35,Y,Withdrawn,66
20272,2590999,M,South Region,A Level or Equivalent,35-55,N,Distinction,91
20273,2599162,M,London Region,A Level or Equivalent,0-35,N,Fail,82
20274,2599162,M,London Region,A Level or Equivalent,0-35,N,Withdrawn,82
20275,2600887,M,Ireland,A Level or Equivalent,35-55,N,Pass,89
20276,2604212,M,West Midlands Region,Lower Than A Level,35-55,N,Fail,77
20277,2613930,M,South West Region,Lower Than A Level,0-35,Y,Distinction,85
20278,2617541,M,West Midlands Region,A Level or Equivalent,35-55,N,Pass,95
20279,2623196,M,Yorkshire Region,A Level or Equivalent,35-55,N,Pass,88
20280,2639410,M,East Anglian Region,Lower Than A Level,0-35,N,Withdrawn,73
20281,2642994,M,West Midlands Region,A Level or Equivalent,35-55,N,Withdrawn,90
20282,2642994,M,West Midlands Region,A Level or Equivalent,35-55,N,Withdrawn,90
20283,2643574,M,London Region,HE Qualification,35-55,N,Pass,78
20284,2646317,M,South West Region,Lower Than A Level,0-35,N,Pass,61
20285,2647043,F,London Region,HE Qualification,35-55,N,Fail,72
20286,2654409,F,Ireland,HE Qualification,0-35,N,Pass,63
20287,2657781,M,Yorkshire Region,A Level or Equivalent,35-55,N,Pass,89
20288,2658271,M,Yorkshire Region,A Level or Equivalent,0-35,N,Withdrawn,57
20289,2672734,F,London Region,Lower Than A Level,35-55,N,Withdrawn,30
20290,2676920,M,South Region,Lower Than A Level,35-55,N,Pass,67
20291,2678429,M,North Western Region,A Level or Equivalent,0-35,Y,Pass,80
20292,2684993,M,Yorkshire Region,Lower Than A Level,0-35,N,Pass,77
20293,2686866,M,London Region,A Level or Equivalent,0-35,N,Fail,64
20294,2686875,F,East Midlands Region,A Level or Equivalent,35-55,N,Pass,80
20295,2687045,M,South West Region,Lower Than A Level,0-35,N,Withdrawn,61
20296,2687045,M,South West Region,Lower Than A Level,0-35,N,Withdrawn,61
20297,2688202,F,East Midlands Region,Lower Than A Level,0-35,N,Withdrawn,86
20298,2688202,F,East Midlands Region,Lower Than A Level,0-35,N,Withdrawn,86
20299,2691740,M,East Anglian Region,Lower Than A Level,0-35,N,Fail,64
20300,26247,M,South East Region,HE Qualification,35-55,N,Fail,88
20301,29335,M,West Midlands Region,Lower Than A Level,0-35,N,Distinction,93
20302,29769,M,East Midlands Region,A Level or Equivalent,0-35,N,Fail,78
20303,32221,M,South Region,A Level or Equivalent,0-35,N,Fail,90
20304,33600,F,London Region,A Level or Equivalent,35-55,N,Withdrawn,84
20305,33600,F,London Region,A Level or Equivalent,35-55,N,Withdrawn,84
20306,34731,M,East Anglian Region,A Level or Equivalent,0-35,N,Withdrawn,76
20307,39882,F,Scotland,A Level or Equivalent,0-35,N,Withdrawn,79
20308,39882,F,Scotland,A Level or Equivalent,0-35,N,Pass,79
20309,42616,F,Scotland,Lower Than A Level,35-55,N,Pass,81
20310,43958,M,Wales,A Level or Equivalent,35-55,N,Withdrawn,84
20311,43958,M,Wales,A Level or Equivalent,35-55,N,Fail,84
20312,47924,M,West Midlands Region,Lower Than A Level,35-55,N,Fail,41
20313,50487,F,East Anglian Region,Lower Than A Level,0-35,N,Pass,82
20314,51485,M,West Midlands Region,Lower Than A Level,0-35,N,Distinction,92
20315,53166,F,North Region,Lower Than A Level,0-35,N,Pass,71
20316,54882,M,Scotland,Lower Than A Level,0-35,N,Fail,46
20317,55013,M,North Region,A Level or Equivalent,0-35,N,Fail,54
20318,55419,M,South Region,A Level or Equivalent,0-35,N,Withdrawn,78
20319,57844,M,South West Region,A Level or Equivalent,0-35,N,Pass,83
20320,58640,M,Scotland,A Level or Equivalent,0-35,Y,Pass,68
20321,63295,M,South Region,HE Qualification,35-55,N,Pass,64
20322,64388,M,East Midlands Region,Lower Than A Level,0-35,N,Fail,64
20323,66451,M,Scotland,A Level or Equivalent,0-35,N,Pass,79
20324,68107,F,London Region,A Level or Equivalent,0-35,Y,Pass,88
20325,69346,M,London Region,A Level or Equivalent,0-35,N,Withdrawn,88
20326,71252,M,North Western Region,Lower Than A Level,0-35,Y,Pass,79
20327,72864,F,Yorkshire Region,Lower Than A Level,35-55,N,Pass,80
20328,77744,M,North Western Region,A Level or Equivalent,0-35,N,Pass,84
20329,77746,M,Wales,A Level or Equivalent,0-35,N,Fail,74
20330,79261,M,South Region,A Level or Equivalent,0-35,N,Pass,85
20331,81536,M,Scotland,Lower Than A Level,35-55,N,Fail,68
20332,86669,M,East Midlands Region,A Level or Equivalent,0-35,N,Pass,85
20333,88781,M,South East Region,A Level or Equivalent,0-35,N,Fail,56
20334,90901,M,South Region,HE Qualification,35-55,N,Distinction,90
20335,91629,M,Wales,A Level or Equivalent,0-35,Y,Fail,77
20336,95746,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,84
20337,100064,F,West Midlands Region,A Level or Equivalent,35-55,N,Pass,90
20338,101217,M,London Region,A Level or Equivalent,35-55,Y,Withdrawn,41
20339,101217,M,London Region,A Level or Equivalent,35-55,Y,Fail,41
20340,101420,M,Yorkshire Region,Lower Than A Level,0-35,N,Pass,91
20341,102028,M,South Region,A Level or Equivalent,35-55,N,Distinction,91
20342,102343,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,80
20343,104213,M,South West Region,A Level or Equivalent,0-35,N,Distinction,85
20344,105629,M,South East Region,A Level or Equivalent,35-55,N,Pass,88
20345,107084,M,London Region,HE Qualification,35-55,N,Fail,61
20346,113565,M,Wales,A Level or Equivalent,0-35,N,Pass,84
20347,114500,M,London Region,Lower Than A Level,35-55,Y,Fail,52
20348,116290,M,South Region,A Level or Equivalent,0-35,N,Fail,84
20349,116529,M,West Midlands Region,Lower Than A Level,0-35,N,Withdrawn,88
20350,116529,M,West Midlands Region,Lower Than A Level,0-35,N,Fail,88
20351,116631,M,West Midlands Region,Lower Than A Level,0-35,N,Withdrawn,68
20352,116808,M,Scotland,HE Qualification,55<=,N,Distinction,96
20353,118050,M,East Anglian Region,Lower Than A Level,0-35,N,Pass,75
20354,126074,M,West Midlands Region,Lower Than A Level,35-55,N,Withdrawn,
20355,127642,F,Yorkshire Region,A Level or Equivalent,35-55,N,Pass,86
20356,130658,M,South West Region,A Level or Equivalent,55<=,N,Pass,70
20357,132453,M,East Midlands Region,A Level or Equivalent,0-35,N,Pass,69
20358,133019,M,Wales,Lower Than A Level,0-35,N,Pass,81
20359,133185,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,83
20360,133718,M,North Western Region,Lower Than A Level,0-35,N,Fail,69
20361,134847,M,Scotland,HE Qualification,0-35,N,Withdrawn,90
20362,134847,M,Scotland,HE Qualification,0-35,N,Pass,90
20363,136894,M,West Midlands Region,A Level or Equivalent,0-35,Y,Pass,68
20364,137903,M,South East Region,Lower Than A Level,35-55,N,Pass,73
20365,139278,M,Yorkshire Region,Lower Than A Level,35-55,N,Fail,87
20366,139701,M,London Region,Lower Than A Level,0-35,N,Fail,89
20367,141648,F,South Region,A Level or Equivalent,0-35,N,Pass,86
20368,144562,M,Wales,Lower Than A Level,0-35,N,Fail,76
20369,144959,M,Ireland,A Level or Equivalent,0-35,N,Withdrawn,75
20370,144959,M,Ireland,A Level or Equivalent,0-35,N,Withdrawn,75
20371,146738,M,East Anglian Region,A Level or Equivalent,0-35,N,Distinction,86
20372,148328,M,Wales,HE Qualification,35-55,N,Withdrawn,86
20373,150121,M,East Midlands Region,Lower Than A Level,35-55,Y,Withdrawn,50
20374,150121,M,East Midlands Region,Lower Than A Level,35-55,Y,Fail,50
20375,152587,F,South Region,Lower Than A Level,35-55,N,Pass,83
20376,152887,M,West Midlands Region,Lower Than A Level,0-35,N,Withdrawn,76
20377,154057,M,South West Region,Lower Than A Level,0-35,N,Fail,75
20378,154059,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,59
20379,154191,M,Scotland,Lower Than A Level,35-55,N,Distinction,89
20380,156171,M,South West Region,A Level or Equivalent,0-35,N,Pass,77
20381,160310,F,Scotland,Lower Than A Level,35-55,N,Fail,52
20382,160934,M,Wales,Lower Than A Level,0-35,N,Fail,66
20383,160946,M,South Region,HE Qualification,0-35,N,Pass,86
20384,162809,M,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,83
20385,163120,M,Scotland,A Level or Equivalent,35-55,N,Pass,82
20386,168229,M,North Western Region,A Level or Equivalent,35-55,N,Distinction,94
20387,169908,M,Yorkshire Region,A Level or Equivalent,0-35,N,Fail,71
20388,170943,M,London Region,A Level or Equivalent,0-35,N,Pass,82
20389,171304,M,Wales,Lower Than A Level,0-35,N,Fail,55
20390,171549,M,East Anglian Region,A Level or Equivalent,0-35,N,Withdrawn,81
20391,171692,F,Wales,A Level or Equivalent,0-35,N,Fail,53
20392,171692,F,Wales,A Level or Equivalent,0-35,N,Withdrawn,53
20393,173412,M,North Region,HE Qualification,0-35,N,Withdrawn,86
20394,173412,M,North Region,HE Qualification,0-35,N,Withdrawn,86
20395,175453,M,Scotland,HE Qualification,0-35,N,Pass,71
20396,177568,M,South Region,A Level or Equivalent,0-35,N,Pass,86
20397,178118,M,South Region,A Level or Equivalent,0-35,N,Fail,66
20398,184473,M,Scotland,A Level or Equivalent,0-35,N,Pass,71
20399,184627,F,London Region,HE Qualification,35-55,N,Withdrawn,32
20400,184627,F,London Region,HE Qualification,35-55,N,Withdrawn,32
20401,184720,M,Wales,Lower Than A Level,0-35,N,Withdrawn,72
20402,184720,M,Wales,Lower Than A Level,0-35,N,Fail,72
20403,187199,M,North Region,Lower Than A Level,0-35,N,Pass,78
20404,188524,F,West Midlands Region,Lower Than A Level,0-35,N,Withdrawn,41
20405,190910,M,North Western Region,A Level or Equivalent,0-35,N,Fail,73
20406,192680,M,South West Region,Lower Than A Level,0-35,N,Pass,87
20407,198691,M,West Midlands Region,Lower Than A Level,0-35,N,Fail,14
20408,200278,M,East Anglian Region,A Level or Equivalent,0-35,N,Withdrawn,40
20409,202713,F,London Region,Lower Than A Level,0-35,Y,Fail,69
20410,206342,M,South Region,A Level or Equivalent,35-55,N,Fail,59
20411,229417,M,North Western Region,Lower Than A Level,0-35,N,Fail,58
20412,231024,M,South Region,Lower Than A Level,35-55,Y,Pass,66
20413,231320,M,Yorkshire Region,Lower Than A Level,0-35,N,Withdrawn,94
20414,231606,M,Wales,Lower Than A Level,35-55,N,Fail,70
20415,232347,M,South Region,A Level or Equivalent,0-35,N,Pass,78
20416,232660,F,East Anglian Region,A Level or Equivalent,0-35,N,Distinction,86
20417,232856,M,East Anglian Region,Lower Than A Level,35-55,N,Distinction,90
20418,233087,M,East Midlands Region,A Level or Equivalent,0-35,Y,Distinction,92
20419,235131,F,Yorkshire Region,HE Qualification,0-35,N,Withdrawn,74
20420,235670,M,London Region,Lower Than A Level,35-55,N,Pass,84
20421,235706,M,West Midlands Region,Lower Than A Level,0-35,N,Fail,91
20422,235978,M,London Region,A Level or Equivalent,35-55,N,Pass,87
20423,237387,F,East Anglian Region,HE Qualification,0-35,N,Withdrawn,87
20424,238150,M,Scotland,A Level or Equivalent,35-55,N,Pass,91
20425,241039,M,West Midlands Region,Lower Than A Level,35-55,N,Pass,81
20426,242491,M,East Midlands Region,A Level or Equivalent,0-35,Y,Distinction,93
20427,243396,M,North Western Region,Lower Than A Level,0-35,N,Fail,54
20428,244205,M,North Western Region,A Level or Equivalent,35-55,N,Pass,82
20429,245283,M,London Region,A Level or Equivalent,35-55,N,Pass,81
20430,248882,M,London Region,HE Qualification,35-55,N,Pass,84
20431,249750,F,Scotland,HE Qualification,0-35,N,Pass,80
20432,251405,M,South West Region,A Level or Equivalent,0-35,N,Pass,81
20433,251965,M,London Region,A Level or Equivalent,0-35,N,Fail,71
20434,253767,M,South East Region,A Level or Equivalent,0-35,N,Pass,66
20435,254446,M,East Anglian Region,A Level or Equivalent,35-55,N,Pass,81
20436,256905,M,North Region,Lower Than A Level,0-35,N,Fail,44
20437,261205,M,North Region,Lower Than A Level,35-55,N,Fail,34
20438,261525,M,South East Region,Lower Than A Level,0-35,N,Withdrawn,77
20439,262403,F,South Region,A Level or Equivalent,0-35,N,Pass,63
20440,264164,M,Scotland,A Level or Equivalent,35-55,N,Distinction,91
20441,265268,M,North Western Region,Lower Than A Level,0-35,N,Pass,76
20442,265978,M,North Region,Lower Than A Level,35-55,N,Pass,80
20443,268153,M,North Western Region,A Level or Equivalent,0-35,N,Pass,76
20444,269245,M,London Region,HE Qualification,35-55,N,Withdrawn,69
20445,269508,M,Ireland,HE Qualification,35-55,N,Pass,92
20446,271274,F,East Anglian Region,Lower Than A Level,0-35,N,Fail,48
20447,272623,M,Yorkshire Region,A Level or Equivalent,0-35,N,Withdrawn,72
20448,273442,M,North Region,A Level or Equivalent,0-35,N,Pass,76
20449,273782,M,Wales,HE Qualification,35-55,N,Pass,90
20450,274443,M,East Anglian Region,Lower Than A Level,35-55,N,Fail,83
20451,276388,M,South East Region,A Level or Equivalent,0-35,N,Pass,66
20452,276808,F,North Western Region,A Level or Equivalent,0-35,N,Pass,91
20453,278955,M,East Midlands Region,Lower Than A Level,0-35,N,Pass,81
20454,279085,M,London Region,HE Qualification,35-55,N,Pass,83
20455,279750,M,Scotland,Lower Than A Level,35-55,N,Pass,92
20456,281638,F,Ireland,A Level or Equivalent,0-35,N,Pass,84
20457,282975,F,London Region,A Level or Equivalent,0-35,N,Pass,84
20458,283953,F,London Region,A Level or Equivalent,0-35,N,Distinction,88
20459,284036,M,South West Region,Lower Than A Level,0-35,N,Fail,93
20460,287079,M,London Region,HE Qualification,0-35,N,Withdrawn,59
20461,287079,M,London Region,HE Qualification,35-55,N,Fail,59
20462,289221,F,South Region,A Level or Equivalent,0-35,N,Pass,61
20463,289304,M,Yorkshire Region,Lower Than A Level,35-55,Y,Pass,75
20464,290521,M,London Region,Lower Than A Level,0-35,N,Pass,74
20465,291237,M,Yorkshire Region,A Level or Equivalent,0-35,N,Distinction,93
20466,291516,F,Yorkshire Region,Lower Than A Level,35-55,N,Fail,79
20467,291745,M,Scotland,A Level or Equivalent,35-55,N,Distinction,93
20468,293317,F,West Midlands Region,A Level or Equivalent,0-35,N,Withdrawn,72
20469,295255,M,Ireland,A Level or Equivalent,0-35,N,Pass,56
20470,299281,M,North Region,A Level or Equivalent,0-35,N,Pass,79
20471,299886,F,Yorkshire Region,Lower Than A Level,35-55,N,Pass,84
20472,302566,M,South West Region,Lower Than A Level,35-55,Y,Fail,56
20473,304240,M,South East Region,A Level or Equivalent,0-35,N,Pass,83
20474,304589,M,West Midlands Region,A Level or Equivalent,35-55,N,Distinction,96
20475,305858,F,West Midlands Region,A Level or Equivalent,0-35,Y,Pass,81
20476,307245,M,North Region,Lower Than A Level,0-35,N,Fail,73
20477,307676,M,West Midlands Region,A Level or Equivalent,0-35,N,Fail,84
20478,309150,M,East Anglian Region,A Level or Equivalent,0-35,N,Withdrawn,53
20479,309893,M,North Western Region,A Level or Equivalent,0-35,N,Pass,68
20480,310646,M,Yorkshire Region,Lower Than A Level,0-35,N,Pass,83
20481,311151,M,North Region,Lower Than A Level,35-55,N,Withdrawn,38
20482,312760,M,South West Region,A Level or Equivalent,0-35,N,Pass,76
20483,313206,M,Wales,Lower Than A Level,0-35,Y,Fail,59
20484,313700,M,Ireland,Lower Than A Level,0-35,N,Fail,87
20485,314776,M,East Anglian Region,Lower Than A Level,0-35,N,Pass,80
20486,315808,M,South East Region,A Level or Equivalent,0-35,N,Distinction,91
20487,316098,M,South Region,A Level or Equivalent,0-35,N,Pass,84
20488,316541,F,Scotland,HE Qualification,0-35,N,Distinction,89
20489,318627,M,East Midlands Region,HE Qualification,35-55,N,Distinction,88
20490,319578,M,East Midlands Region,Lower Than A Level,35-55,N,Pass,81
20491,320437,M,Wales,A Level or Equivalent,0-35,N,Pass,73
20492,321486,F,West Midlands Region,A Level or Equivalent,0-35,Y,Withdrawn,92
20493,321969,F,Yorkshire Region,Lower Than A Level,35-55,N,Withdrawn,68
20494,323480,F,South Region,HE Qualification,0-35,N,Pass,71
20495,323984,M,South West Region,A Level or Equivalent,0-35,N,Pass,70
20496,324331,M,North Western Region,Lower Than A Level,35-55,N,Withdrawn,54
20497,324331,M,North Western Region,Lower Than A Level,35-55,N,Fail,54
20498,324672,M,South Region,Lower Than A Level,0-35,N,Fail,72
20499,325368,M,Scotland,A Level or Equivalent,35-55,N,Fail,94
20500,325750,M,Scotland,HE Qualification,35-55,N,Withdrawn,68
20501,325750,M,Scotland,HE Qualification,35-55,N,Pass,68
20502,329655,F,Ireland,Lower Than A Level,0-35,N,Fail,67
20503,330192,M,Scotland,Lower Than A Level,35-55,N,Pass,71
20504,330347,M,South Region,HE Qualification,55<=,N,Fail,50
20505,330723,M,Wales,A Level or Equivalent,0-35,N,Withdrawn,29
20506,331039,M,East Anglian Region,A Level or Equivalent,0-35,Y,Pass,66
20507,331417,M,Ireland,A Level or Equivalent,0-35,N,Pass,77
20508,333710,M,Ireland,A Level or Equivalent,0-35,N,Fail,80
20509,334476,F,London Region,A Level or Equivalent,0-35,N,Pass,78
20510,334669,M,East Midlands Region,A Level or Equivalent,0-35,N,Withdrawn,73
20511,335476,M,Wales,A Level or Equivalent,0-35,N,Pass,85
20512,335562,M,North Region,A Level or Equivalent,0-35,N,Pass,93
20513,335582,M,South East Region,A Level or Equivalent,35-55,N,Distinction,91
20514,335644,M,South West Region,HE Qualification,35-55,N,Fail,86
20515,335726,F,North Western Region,Lower Than A Level,0-35,N,Withdrawn,94
20516,338536,M,West Midlands Region,A Level or Equivalent,0-35,N,Pass,85
20517,338806,M,North Region,Lower Than A Level,0-35,N,Fail,58
20518,338806,M,North Region,Lower Than A Level,0-35,N,Pass,58
20519,338975,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,84
20520,340647,F,South East Region,HE Qualification,35-55,N,Pass,80
20521,340751,F,South Region,Lower Than A Level,0-35,N,Withdrawn,92
20522,341096,M,South Region,Lower Than A Level,35-55,N,Pass,63
20523,341470,F,South East Region,A Level or Equivalent,35-55,N,Pass,70
20524,341839,M,East Anglian Region,Lower Than A Level,35-55,N,Withdrawn,65
20525,342155,M,London Region,Lower Than A Level,35-55,N,Pass,78
20526,342953,M,Wales,A Level or Equivalent,0-35,N,Pass,83
20527,343419,F,South East Region,A Level or Equivalent,0-35,N,Fail,89
20528,343658,M,Scotland,Lower Than A Level,0-35,N,Fail,68
20529,343828,F,London Region,Lower Than A Level,0-35,N,Pass,64
20530,344787,F,London Region,Lower Than A Level,0-35,N,Pass,79
20531,347484,M,South East Region,Lower Than A Level,0-35,N,Pass,79
20532,348717,M,East Anglian Region,Lower Than A Level,0-35,N,Pass,68
20533,349219,M,West Midlands Region,A Level or Equivalent,0-35,N,Fail,67
20534,349247,M,East Midlands Region,Lower Than A Level,0-35,Y,Withdrawn,52
20535,349676,M,South Region,Lower Than A Level,0-35,N,Pass,80
20536,351170,M,Ireland,Lower Than A Level,0-35,N,Pass,61
20537,351505,M,South East Region,A Level or Equivalent,0-35,N,Pass,85
20538,353790,M,London Region,Lower Than A Level,0-35,N,Fail,58
20539,354550,M,Wales,Lower Than A Level,0-35,N,Fail,61
20540,355293,M,East Midlands Region,Lower Than A Level,0-35,N,Withdrawn,61
20541,355293,M,East Midlands Region,Lower Than A Level,0-35,N,Pass,61
20542,355335,M,Ireland,Lower Than A Level,35-55,N,Pass,76
20543,356397,M,South East Region,Lower Than A Level,0-35,N,Fail,65
20544,359149,M,East Midlands Region,Lower Than A Level,35-55,N,Withdrawn,88
20545,360747,M,South Region,Lower Than A Level,35-55,N,Pass,85
20546,360986,M,London Region,A Level or Equivalent,35-55,N,Pass,65
20547,363738,M,East Anglian Region,Lower Than A Level,0-35,N,Withdrawn,74
20548,364790,F,North Western Region,A Level or Equivalent,0-35,N,Distinction,85
20549,364974,M,North Region,Lower Than A Level,35-55,N,Pass,61
20550,367605,F,South West Region,A Level or Equivalent,0-35,N,Pass,65
20551,368315,M,London Region,Lower Than A Level,0-35,Y,Pass,94
20552,368935,M,Scotland,HE Qualification,0-35,N,Fail,53
20553,371133,M,Scotland,Lower Than A Level,0-35,N,Withdrawn,72
20554,371247,M,East Midlands Region,HE Qualification,35-55,N,Pass,78
20555,371869,M,Wales,HE Qualification,35-55,N,Pass,75
20556,372262,F,Yorkshire Region,A Level or Equivalent,0-35,N,Distinction,93
20557,377705,M,East Anglian Region,A Level or Equivalent,0-35,N,Fail,85
20558,379070,M,Scotland,HE Qualification,0-35,N,Distinction,87
20559,379843,F,East Midlands Region,Lower Than A Level,0-35,Y,Pass,81
20560,380435,F,East Midlands Region,HE Qualification,0-35,N,Distinction,85
20561,380710,M,London Region,Lower Than A Level,35-55,N,Withdrawn,32
20562,381058,M,London Region,A Level or Equivalent,0-35,N,Fail,55
20563,381414,M,South East Region,Lower Than A Level,0-35,N,Withdrawn,78
20564,381414,M,South East Region,Lower Than A Level,35-55,N,Pass,78
20565,381959,M,Wales,Lower Than A Level,0-35,N,Fail,79
20566,382156,M,Wales,Lower Than A Level,0-35,N,Fail,77
20567,382738,M,South Region,Lower Than A Level,0-35,N,Pass,64
20568,383517,F,South East Region,A Level or Equivalent,0-35,N,Pass,77
20569,384227,M,London Region,Lower Than A Level,0-35,N,Pass,79
20570,385195,M,Yorkshire Region,Lower Than A Level,0-35,N,Pass,71
20571,385209,M,London Region,Lower Than A Level,0-35,Y,Fail,56
20572,385547,M,North Western Region,Lower Than A Level,0-35,N,Pass,72
20573,385547,M,North Western Region,Lower Than A Level,0-35,N,Withdrawn,72
20574,387507,M,South Region,A Level or Equivalent,0-35,N,Pass,76
20575,388754,M,London Region,Lower Than A Level,0-35,N,Distinction,84
20576,389208,M,Wales,A Level or Equivalent,0-35,N,Pass,70
20577,391187,M,Scotland,HE Qualification,0-35,N,Pass,75
20578,392210,M,East Midlands Region,Lower Than A Level,0-35,N,Fail,84
20579,392427,M,East Anglian Region,A Level or Equivalent,35-55,N,Fail,50
20580,392692,F,North Western Region,A Level or Equivalent,35-55,N,Withdrawn,62
20581,393827,F,London Region,A Level or Equivalent,0-35,N,Pass,72
20582,394239,M,Scotland,A Level or Equivalent,35-55,N,Pass,75
